Date,Open,High,Low,Close,Volume,Adj Close
9/25/2015,116.440002,116.690002,114.019997,114.709999,55842200,114.709999
9/24/2015,113.25,115.5,112.370003,115,49810600,115
9/23/2015,113.629997,114.720001,113.300003,114.32,35645700,114.32
9/22/2015,113.379997,114.18,112.519997,113.400002,49809000,113.400002
9/21/2015,113.669998,115.370003,113.660004,115.209999,46554300,115.209999
9/18/2015,112.209999,114.300003,111.870003,113.449997,73419000,113.449997
9/17/2015,115.660004,116.489998,113.720001,113.919998,63462700,113.919998
9/16/2015,116.25,116.540001,115.440002,116.410004,36910000,116.410004
9/15/2015,115.93,116.529999,114.419998,116.279999,43004100,116.279999
9/14/2015,116.580002,116.889999,114.860001,115.309998,58201900,115.309998
9/11/2015,111.790001,114.209999,111.760002,114.209999,49441800,114.209999
9/10/2015,110.269997,113.279999,109.900002,112.57,62675200,112.57
9/9/2015,113.760002,114.019997,109.769997,110.150002,84344400,110.150002
9/8/2015,111.75,112.559998,110.32,112.309998,54114200,112.309998
9/4/2015,108.970001,110.449997,108.510002,109.269997,49963900,109.269997
9/3/2015,112.489998,112.779999,110.040001,110.370003,52906400,110.370003
9/2/2015,110.230003,112.339996,109.129997,112.339996,61888800,112.339996
9/1/2015,110.150002,111.879997,107.360001,107.720001,76845900,107.720001
8/31/2015,112.029999,114.529999,112,112.760002,56229300,112.760002
8/28/2015,112.169998,113.309998,111.540001,113.290001,53164400,113.290001
8/27/2015,112.230003,113.239998,110.019997,112.919998,84616100,112.919998
8/26/2015,107.089996,109.889999,105.050003,109.690002,96774600,109.690002
8/25/2015,111.110001,111.110001,103.5,103.739998,103601600,103.739998
8/24/2015,94.870003,108.800003,92,103.120003,162206300,103.120003
8/21/2015,110.43,111.900002,105.650002,105.760002,128275500,105.760002
8/20/2015,114.080002,114.349998,111.629997,112.650002,68501600,112.650002
8/19/2015,116.099998,116.519997,114.68,115.010002,47445700,115.010002
8/18/2015,116.43,117.440002,116.010002,116.5,34560700,116.5
8/17/2015,116.040001,117.650002,115.5,117.160004,40884700,117.160004
8/14/2015,114.32,116.309998,114.010002,115.959999,42929500,115.959999
8/13/2015,116.040001,116.400002,114.540001,115.150002,48535800,115.150002
8/12/2015,112.529999,115.419998,109.629997,115.239998,101217500,115.239998
8/11/2015,117.809998,118.18,113.330002,113.489998,97082800,113.489998
8/10/2015,116.529999,119.989998,116.529999,119.720001,54951600,119.720001
8/7/2015,114.580002,116.25,114.5,115.519997,38670400,115.519997
8/6/2015,115.970001,116.5,114.120003,115.129997,52903000,115.129997
8/5/2015,112.949997,117.440002,112.099998,115.400002,99312600,114.880003
8/4/2015,117.419998,117.699997,113.25,114.639999,124138600,114.123426
8/3/2015,121.5,122.57,117.519997,118.440002,69976000,117.906306
7/31/2015,122.599998,122.639999,120.910004,121.300003,42885000,120.753419
7/30/2015,122.32,122.57,121.709999,122.370003,33628300,121.818597
7/29/2015,123.150002,123.5,122.269997,122.989998,37011700,122.435799
7/28/2015,123.379997,123.910004,122.550003,123.379997,33618100,122.824041
7/27/2015,123.089996,123.610001,122.120003,122.769997,44455500,122.216789
7/24/2015,125.32,125.739998,123.900002,124.5,42162300,123.938997
7/23/2015,126.199997,127.089996,125.059998,125.160004,50999500,124.596026
7/22/2015,121.989998,125.5,121.989998,125.220001,115450600,124.655753
7/21/2015,132.850006,132.919998,130.320007,130.75,76756400,130.160834
7/20/2015,130.970001,132.970001,130.699997,132.070007,58900200,131.474893
7/17/2015,129.080002,129.619995,128.309998,129.619995,46164700,129.035921
7/16/2015,127.739998,128.570007,127.349998,128.509995,36222400,127.930922
7/15/2015,125.720001,127.150002,125.580002,126.82,33649200,126.248542
7/14/2015,126.040001,126.370003,125.040001,125.610001,31768100,125.043995
7/13/2015,125.029999,125.760002,124.32,125.660004,41440500,125.093773
7/10/2015,121.940002,123.849998,121.209999,123.279999,61354500,122.724493
7/9/2015,123.849998,124.059998,119.220001,120.07,77821600,119.528958
7/8/2015,124.480003,124.639999,122.540001,122.57,60761600,122.017693
7/7/2015,125.889999,126.150002,123.769997,125.690002,46946800,125.123637
7/6/2015,124.940002,126.230003,124.849998,126,28060400,125.432238
7/2/2015,126.43,126.690002,125.769997,126.440002,27211000,125.870257
7/1/2015,126.900002,126.940002,125.989998,126.599998,30238800,126.029532
6/30/2015,125.57,126.120003,124.860001,125.43,44370700,124.864806
6/29/2015,125.459999,126.470001,124.480003,124.529999,49161400,123.96886
6/26/2015,127.669998,127.989998,126.510002,126.75,44066800,126.178858
6/25/2015,128.860001,129.199997,127.5,127.5,31938100,126.925478
6/24/2015,127.209999,129.800003,127.120003,128.110001,55280900,127.53273
6/23/2015,127.480003,127.610001,126.879997,127.029999,30268900,126.457595
6/22/2015,127.489998,128.059998,127.080002,127.610001,34039300,127.034983
6/19/2015,127.709999,127.82,126.400002,126.599998,54716900,126.029532
6/18/2015,127.230003,128.309998,127.220001,127.879997,35407200,127.303763
6/17/2015,127.720001,127.879997,126.739998,127.300003,32918100,126.726383
6/16/2015,127.029999,127.849998,126.370003,127.599998,31494100,127.025026
6/15/2015,126.099998,127.239998,125.709999,126.919998,43988900,126.34809
6/12/2015,128.190002,128.330002,127.110001,127.169998,36886200,126.596964
6/11/2015,129.179993,130.179993,128.479996,128.589996,35390900,128.010563
6/10/2015,127.919998,129.339996,127.849998,128.880005,39087300,128.299265
6/9/2015,126.699997,128.080002,125.620003,127.419998,56075400,126.845837
